Day	peri_infected_0_0	plac_infected_0_0	peri_infected_1_2	plac_infected_1_2	peri_infected_3_max	plac_infected_3_max	peri_infected_all	plac_infected_all	
202	0.05629	0.0420368	0.0670174	0.0428517	0.0780577	0.0422465	0.0701091	0.0424203	
203	0.026131	0.0187978	0.0368239	0.0233985	0.0493084	0.0267018	0.0405885	0.0240639	
204	0.026854	0.0189011	0.0369335	0.0234533	0.0495174	0.0268271	0.0408584	0.0241603	
205	0.0273704	0.0193142	0.0374267	0.0235081	0.0500188	0.0268689	0.0413598	0.024276	
206	0.0277835	0.0195208	0.0374267	0.0236725	0.0501442	0.0269943	0.0414947	0.0244302	
207	0.0278868	0.0194175	0.0380843	0.0237273	0.0504785	0.0267018	0.0418997	0.0242952	
208	0.0284032	0.0198306	0.0385775	0.0240013	0.050771	0.0265764	0.0423046	0.0244109	
209	0.0291262	0.0199339	0.039235	0.0241657	0.0509381	0.0265764	0.0427481	0.0244881	
210	0.0293328	0.0208635	0.0396734	0.0240561	0.0514813	0.0267018	0.0431915	0.0246809	
211	0.0299525	0.02107	0.0402762	0.0238369	0.0519828	0.02666	0.0437507	0.024623	
212	0.0304689	0.0214832	0.0409337	0.0242205	0.0523171	0.0268689	0.0442328	0.0249315	
213	0.0307788	0.0219996	0.0418105	0.0244397	0.0525678	0.0267436	0.0447148	0.0250472	
214	0.0312952	0.0218963	0.0421941	0.0249329	0.0530275	0.0269107	0.0451583	0.0252786	
215	0.0312952	0.0222062	0.0427421	0.0252617	0.0534035	0.0272032	0.0455247	0.0255871	
216	0.0319149	0.0228259	0.0432352	0.0259192	0.0536125	0.0274539	0.0459103	0.0260499	
217	0.0324313	0.0231357	0.0436188	0.0263028	0.0541557	0.0279136	0.0463923	0.0264548	
218	0.0331543	0.0238587	0.0439476	0.0269604	0.0545736	0.0283315	0.0468358	0.027014	
219	0.0336707	0.0242718	0.0443312	0.0275084	0.0548243	0.0287075	0.0471829	0.0274575	
220	0.0343937	0.0244784	0.044934	0.0282755	0.0550332	0.028624	0.0476264	0.0277274	
221	0.0348069	0.0250981	0.0454819	0.0288235	0.0555347	0.0288747	0.0481277	0.0281516	
222	0.0353233	0.0252014	0.0457559	0.0293167	0.0559525	0.0291254	0.0485134	0.0284601	
223	0.0357364	0.0258211	0.0463587	0.0299194	0.0562033	0.029	0.0489183	0.0287301	
224	0.0365627	0.0262342	0.0468519	0.0303578	0.0565793	0.0294179	0.0494196	0.0291543	
225	0.0367693	0.0265441	0.0471807	0.0304674	0.0565375	0.0295015	0.0495546	0.0292893	
226	0.0370791	0.0269572	0.0476738	0.0305222	0.0566629	0.0294597	0.0498438	0.0293664	
227	0.0374923	0.0275769	0.0480574	0.0312346	0.0569972	0.029794	0.0502102	0.029887	
228	0.038112	0.0277835	0.0485506	0.031673	0.0570808	0.0302119	0.050538	0.0302726	
229	0.0392481	0.0281967	0.0486054	0.0320018	0.0574569	0.0305044	0.0509429	0.0306004	
230	0.0399711	0.0284032	0.0488794	0.0323853	0.0578747	0.0306715	0.0513671	0.0308511	
231	0.0405908	0.0290229	0.0492082	0.0327689	0.0581672	0.0310476	0.0517334	0.0312753	
232	0.0412105	0.0292295	0.049537	0.0330977	0.0585851	0.0312147	0.0521576	0.0315067	
233	0.0423466	0.0296426	0.0498109	0.0335361	0.0588358	0.0312147	0.0525819	0.0317381	
234	0.0429663	0.0297459	0.0504137	0.0337553	0.0592119	0.0314237	0.0530832	0.0319309	
235	0.0438959	0.0302623	0.0507973	0.0343032	0.0595044	0.0315908	0.0535267	0.0322973	
